title,type,genre,release_year,duration,rating,country,date_added
,Movie,Crime,2004.0,116 min,7.8,Germany,   
Mission 76,TV Show,Crime,2006.0,2 Seasons,   ,Thailand,2022-09-27
Shadow Legend 77,Movie,Sci-Fi,1984.0,167 min,6.0,Norway,2020-05-19
Blood Rise 78,Movie,Thriller,1998.0,   ,4.0,Netherlands,   
Wild Death 79,TV Show,,1988.0,7 Seasons,,,2024-06-28
Shadow Game 80,TV Show,,2019.0,6 Seasons,,Thailand,2015-09-10
Shadow Code 81,Movie,Music,1980.0,160 min,,germany,2030-05-15
Lost Code 82,Movie,History,2025.0,4 hrs,,Denmark,2017-02-25
Life 83,Movie,Animation,1988.0,186 min,5.0,Argentina,2023-07-28
Midnight Soul 84,Movie,Crime,,138 min,,Germany,2016-01-18
War 85,Movie,,1989.0,71 min,6.5,Mexico,2016-06-27
First Death 86,tv show,,2022.0,6 Seasons,9.5,poland,2020-09-24
Fall 87,TV Show,,1993.0,-49 min,9.0,Turkey,2019-08-09
   ,Movie,Drama,2025.0,197 min,9.3,  Egypt,2023-08-10
Last Secret 89,Movie,,2019.0,192 min,6.3,Norway,   
Shadow Love 90,Movie,Documentary,2004.0,92 min,9.5,Denmark,2023-12-31
Legend 91,Movie,  Horror,1998.0,130 min,3.7,,   
Shadow Code 92,Movie,drama,1996.0,,0.0,,2022-09-13
First Code 93,TV Show,,1997.0,7 Seasons,4.7,India,2017-10-15
The Fall 94,Movie,Adventure,,142 min,9.4,,2023-05-16
The End 95  ,TV Show,History,2019.0,,6.2,thailand,2016-08-03
A Awakening 96,TV Show,  Comedy  ,,4 Seasons,7.0,Poland,2016-05-15
Journey 97,TV Show,Romance  ,,3 Seasons,8.9,   ,2018-02-20
Final Mission 98,Movie,   ,1985.0,142 min,9.4,,2025-05-29
  Shadow Life 99  ,Movie,Sci-Fi,2017.0,91 min,4.5,Germany,2016
Final War,Movie,Music,   ,121 min,7.2,Spain,2023-03-24
Chronicles 1,Movie,Horror,2018.0,131 min,,  Sweden,Invalid Date
Broken Return 2,Movie,Crime,1996.0,181 min,7.7,,2024-07-24
Forgotten End 3,Movie,Sci-Fi,1988.0,153 min,4.8,Sweden,2016-11-10
Chronicles 4,Movie,History,   ,   ,3.9,,2018-11-17
Broken Mission 5,Movie,,1997.0,153 min,5.8,  Denmark,
Blood Rise 6,TV Show,,2024.0,7 Seasons,8.4,,2017
   ,Movie,Fantasy,2025.0,81 min,9.3,UK,2020-09-29
Final Game 8,Movie,Animation,2016.0,128 min,6.2,Colombia,
Forgotten Story 9,Movie,Comedy,1986.0,7 hrs,,Poland,2024-09-29
Forgotten War 10,TV Show,Action,2014.0,10 Seasons,7.8,Egypt,2017-07-16
Hidden Justice 11,Movie,   ,2023.0,61 min,4.2,,2023-01-12
Lost Love 12,Movie,Thriller,1986.0,147 min,5.6,  Argentina  ,2021-01-09
Deadly Fall 13,Movie,   ,,146 min,8.0,,2019-10-15
Awakening 14,TV Show,  Animation  ,,NA,0.0,Argentina,2017-03-10
Forgotten Return 15,TV Show,  Documentary  ,1989.0,1 Season,,Japan,   
Perfect Life 16,Movie,Mystery,2013.0,61 min,8.1,South Africa,2024-05-27
Blood Mission 17,Movie,Sci-Fi  ,2003.0,99 min,9.4,,2017-01-29
Final Code 18,Movie,,1991.0,100 min,9.0,Brazil,2024-08-20
Justice 19,Movie,Adventure,1988.0,73 min,5.6,USA  ,2024-12-01
Night 20,TV Show,Fantasy,2001.0,6 Seasons,,Australia,2016-08-07
Blood Secret 21,TV Show,Thriller,2017.0,4 Seasons,5.7,,2025-03-08
Day 22,TV Show,   ,2025.0,4 Seasons,,Germany,
Silent Beginning 23,Movie,Horror,2011.0,74 min,3.9,Brazil,
A Fall 24,Movie,Comedy,,85 min,8.2,Turkey,2025-13-45
First Tales 25,Movie,Romance,2000.0,123 min,,,2025-11-06
,TV Show,Crime,1995.0,6 Seasons,6.7,Argentina,2020-05-27
Deadly Awakening 27,TV Show,Animation,2012.0,1 Season,9.1,Australia,2025-12-19
Soul 28,Movie,Drama,2021.0,189 min,8.7,USA,2015-08-25
Forgotten Love 29,Movie,Comedy,2004.0,166 min,3.6,,2022-07-05
Wild Justice 30,Movie,Animation,2018.0,176 min,4.0,USA,2030-05-15
,Movie,Horror,1877.0,   ,,colombia,2025-10-08
Night 32,TV Show,Mystery,1983.0,9 Seasons,,Brazil,2025-05-05
Forgotten Beginning 33,Movie,Comedy,1804,140 min,,,2015-07-17
Forgotten Secret 34,TV Show,Romance,1988.0,,6.6,Netherlands,2019-12-16
Beginning 35,Movie,Music,   ,184 min,,Colombia,   
Fall 36,Tv show,Sci-Fi,1990.0,10 Seasons,4.5,Spain,2018-09-27
Dark Heart 37,Movie,War,,171 min,4.4,,2020-03-02
Silent Dream 38,TV Show,,1991.0,,6.0,Netherlands,2023-03-12
Midnight Legend 39,Movie,,2047,63 min,7.6,France,2021-03-14
The End 40,Movie,,1986.0,112 min,7.0,  Australia  ,2015-02-02
Final Justice 41,Movie,,2008.0,146 min,14.774725187655717,   ,2017-12-29
Broken Truth 42,Movie,Romance,2000.0,95 min,5.2,Italy,2020-05-31
,Movie,Documentary,1982.0,66 min,-1.1808564995479487,Australia,2024-03-24
Life 44,Movie,Sci-Fi,2003.0,65 min,,Poland,2021-04-28
Midnight Game 45,TV Show,Animation,1878,3 Seasons,,Spain,2022-03-19
Blood Return 46,Movie,,2006.0,99 min,6.1,Mexico,2024-11-11
Love 47,TV Show,Mystery,2008.0,1 Season,8.5,Turkey,2021-08-20
Midnight Heart 48,TV Show,Sci-Fi,,1 Season,8.5,Mexico,2018-01-15
Hidden Rise 49,Movie,Mystery,2015.0,165 min,9.1,Australia,2015-09-22
Secret Return 50,TV Show,History,2002.0,10 Seasons,6.6,Australia,2016-10-12
First Code 51,Movie,Action,2016.0,3 hrs,5.2,Germany,2023-09-15
Shadow Tales 52,Movie,Family,2005.0,   ,7.7,South Africa,2019-03-27
A Life 53,Movie,Mystery  ,,189 min,8.1,Denmark,2017-12-29
Last Lies 54,TV Show,  Horror,2007.0,1 Season,5.6,,2016-06-07
Silent Fall 55,Movie,,2016.0,143 min,8.4,India,2021-03-31
Justice 56,Movie,Crime,1983.0,116 min,7.7,,Invalid Date
Death 57,Movie,War,2008.0,173 min,9.3,Norway,2020-11-09
   ,TV Show,Animation  ,   ,7 Seasons,5.6,Mexico,2019-12-03
Perfect Day 59,Movie,Sci-fi  ,1993.0,77 min,9.0,,
,TV Show,Romance,2023.0,8 Seasons,5.6,France,2020-01-26
Mystery 61  ,TV Show,Action,2024.0,8 Seasons,8.7,Japan,2015-07-31
The Journey 62,TV Show,Animation,2016.0,5 Seasons,,Poland  ,2019-02-13
  Silent Truth 63  ,TV Show,  Animation  ,2012.0,6 Seasons,9.0,Australia,2023-04-15
Midnight Chronicles 64  ,TV Show,Adventure,2010.0,10Seasons,,Colombia,2017
Death 65,Movie,  Family  ,1993.0,,5.9,  South Africa,2017-08-24
Perfect Adventures 66  ,Movie,Drama,2004.0,64 min,3.8,Australia,2016-08-10
Perfect Secret 67,Movie,Music,,85 min,10.766511909083706,,2019-09-20
Day 68,Movie,,2004.0,70min,   ,Norway,2023-09-11
Midnight Dream 69,Movie,War,2020.0,,8.9,South Korea,2020-10-06
First Mystery 70,Movie,Documentary,2025.0,   ,   ,,2023-08-24
   ,Movie,Family  ,2004.0,106 min,5.1,Norway,2024-09-15
Hidden Beginning 72,TV Show,  Fantasy,,,8.5,Sweden,2019-04-26
Code 73,Movie,,,106 min,,,2019-08-25
Wild Legend 74,TV Show,Animation,2002.0,3 Seasons,,  France  ,2025-13-45
   ,MOVIE,Fantasy,1980.0,191 min,5.2,Norway,2021-09-11
Final Revenge 76,Movie,,,193 min,9.3,Poland,2015-09-06
Dark Return 77,TV Show,Sci-Fi,2000.0,5 Seasons,9.1,Argentina,2016-03-26
A Chronicles 78,Movie,,2009.0,129 min,5.3,Germany,2019-08-25
Shadow Game 79,Movie,,1990.0,106 min,3.7,Egypt,2020-10-15
  Forgotten Truth 80  ,Movie,,2005.0,172 min,7.4,Australia  ,2025-05-26
Life 81,Movie,Comedy,2009.0,101 min,4.5,,2022-10-24
Secret Secret 82,TV Show,Romance,1988.0,4 Seasons,4.2,  Italy,2019-05-02
Final Game 83,TV Show,,1984.0,3 Seasons,8.9,Egypt,   
The Revenge 84,Movie,History,2013.0,168 min,,south korea,2016-03-09
Awakening 85,Movie,War,2012.0,149 min,,  South Korea  ,2021-02-05
The Legend 86,Movie,  Adventure  ,2013.0,97 min,5.1,Turkey,2016-02-13
Wild Chronicles 87,Movie,Mystery,1980.0,174 min,,DENMARK,2022-12-01
First Secret 88,Movie,,1994.0,1 hrs,9.1,Canada,Invalid Date
  Broken Soul 89,Movie,Music,2010.0,141 min,6.2,Italy,2020-04-01
First Rise 90,Movie,,1991.0,91 min,,,2025-01-05
   ,Movie,Sci-Fi,1986.0,   ,6.0,   ,2019-04-04
Last Story 92,Movie,Documentary,2024.0,   ,5.6,,2024-06-13
Lies 93,TV Show,,,10 Seasons,,Italy,2016-07-18
Final Dream 94,Movie,Sci-Fi,2021.0,191 min,6.0,Egypt,2016-07-08
End 95,TV Show,Romance,2011.0,7 Seasons,0,Denmark,2016-11-19
Revenge 96,TV Show,Thriller  ,1984.0,10 Seasons,11.229127209397966,   ,2015-12-21
Secret Life 97,Movie,MUSIC,,95 min,8.8,Germany,2017-12-01
Final Dream 98,Movie,History,1984.0,69 min,,India,2023-07-26
Shadow Night 99,TV Show,,,5 Seasons,6.4,South Korea,2024-12-10
Game,TV Show,Animation,1986.0,4 Seasons,3.6,France,2025-02-16
Broken Secret 1,TV Show,Fantasy  ,2004.0,6 Seasons,,,2020-02-02
Mystery 2,Movie,Sci-Fi,2004.0,158 min,,Thailand  ,2022-07-20
The Love 3,TV Show,   ,1982.0,1 Season,,,2015-11-19
Forgotten Rise 4,Movie,crime,2015.0,141 min,8.8,Egypt,2016-02-26
   ,TV Show,Mystery,2007.0,1 Season,,,2023-04-08
Dark Justice 6,TV Show,,2002.0,9 Seasons,,,2025-01-12
Dark Truth 7,Movie,Action,1987.0,200 min,,,2021-06-15
Death 8  ,TV Show,Music,,-21 min,7.0,UK,2019-01-06
Tales 9,Movie,Romance,2000.0,80 min,8.6,UK,2016-06-13
Last Journey 10,Tv show,Documentary  ,2024.0,6 Seasons,8.2,,   
Wild End 11,Movie,Romance,2014.0,   ,-1.416514922549934,Denmark,2023-11-03
Silent Life 12,TV Show,,2020.0,5 Seasons,6.4,,2019-06-14
Wild Justice 13,Movie,Romance,2020.0,196 min,5.1,,2018-11-26
Secret 14,TV Show,Comedy,2021.0,6 Seasons,3.9,Colombia,2017-02-07
Midnight Tales 15,Movie,,2008.0,   ,5.2,,
Game 16,Movie,Music,1982.0,173 min,3.6,Spain,2015-04-17
Legend 17,Movie,Animation,2023.0,144 min,5.5,South Africa,2019-05-27
Perfect Adventures 18,TV Show,Animation,2004.0,9 Seasons,,Netherlands,2024-03-02
  Wild Beginning 19  ,Movie,   ,1981.0,154 min,,Australia,2019-12-08
Deadly Heart 20,Movie,Horror,2023.0,,-1.715825570530853,,2024-09-10
Hidden Fall 21,Movie,Thriller,2020.0,193 min,,,2020-01-28
Return 22,TV Show,Music,2013.0,1 Season,,Australia,2023-08-25
Dark Revenge 23,Movie,  Fantasy,1994.0,200 min,,   ,
Rise 24,Movie,War,2018.0,136 min,9.2,,2021-12-12
Game 25,Movie,Fantasy,2018.0,89 min,4.8,france,2024-10-22
Shadow Lies 26,Movie,Family,2019.0,,5.8,,2023-03-14
Death 27,Movie,Mystery,1991.0,64 min,8.5,Canada,2018-08-15
Deadly Lies 28,Movie,Mystery,2003.0,78 min,,France,2025-02-15
Adventures 29,TV Show,Action,1985.0,2 Seasons,   ,,2018-03-10
Dark Tales 30,TV Show,Crime,1985.0,,4.9,Spain  ,2017-11-17
,Movie,Horror,   ,   ,-1.7042129259187813,Australia,2020-05-03
Secret 32,Movie,Romance,2005.0,90 min,7.2,  Norway,2023-05-08
Secret Death 33,TV Show,   ,1982.0,5 Seasons,,Japan,2018-09-22
Shadow War 34,Movie,Family,2011.0,,,,2018-12-25
Silent Mission 35,Tv show,,2025.0,9 Seasons,7.5,Australia,2025-09-28
Final Day 36,Movie,Mystery,1997.0,,,USA,   
Heart 37  ,Movie,Adventure,1806,   ,4.5,Spain,Invalid Date
  Adventures 38,Movie,Fantasy  ,2012.0,102 min,,turkey,2022-07-13
Last Heart 39,TV Show,Thriller,1996.0,2 Seasons,3.7,Germany,2016-07-14
Silent Legend 40,Movie,Crime,,unknown,   ,Denmark,2024-11-22
Secret Heart 41,Movie,Action,   ,160 min,5.8,Sweden,2018-09-05
,Movie,Thriller,2016.0,81 min,7.8,canada,2024-07-20
Forgotten Code 43,TV Show,Fantasy,2000.0,9 Seasons,5.5,Turkey,2025-05-07
Deadly Game 44,TV Show,,1981.0,1 Season,8.6,South Korea,29/11/2017
Awakening 45,Movie,Music,2005.0,147 min,,,2016-10-06
Silent Story 46,Movie,Animation,2018.0,106 min,   ,,02/04/2020
,TV Show,Fantasy,1996.0,2 Seasons,6.4,argentina,2022-07-10
Broken Mystery 48,Movie,War,2043,158 min,   ,USA,2024-05-11
Game 49,Movie,War,2013.0,5 hrs,,  Denmark,
Code 50,Movie,Adventure,1998.0,89 min,3.5,india,2024-09-26
Blood Night 51,TV Show,Horror,2011.0,1 Season,0,Germany  ,2025-04-25
Adventures 52,Movie,Animation,,66 min,0.0,Colombia,2016-05-25
  Midnight War 53,TV Show,Drama,2024.0,,,India,2024-11-14
,Movie,Action,2018.0,170 min,4.7,poland,2025-11-05
   ,Movie,Action,1997.0,82 min,4.7,India  ,2021-04-22
Dark War 56,TV Show,Animation,2003.0,9 Seasons,11.152218843545278,,2023-07-17
Shadow Mystery 57,Movie,  History,1980.0,69 min,6.6,Turkey,2018-09-30
Love 58,Movie,,2020.0,104 min,7.4,  Japan  ,2022-04-20
,Movie,Comedy,1981.0,136 min,5.3,Norway,2018-07-07
Last Secret 60,TV Show,War,2019.0,8 Seasons,5.1,   ,2015-11-15
A Rise 61,TV Show,,2003.0,5 Seasons,8.5,France,31/10/2019
Blood Lies 62,TV Show,Family,2019.0,NA,6.5,Brazil,2020-12-23
Secret Lies 63,tv show,Romance,1981.0,   ,9.1,  Colombia,2022-07-11
A Mystery 64,movie,Crime,,-43 min,7.6,,2020-03-27
   ,Movie,History,1981.0,125 min,3.9,,2020-06-16
Lost War 66,TV Show,   ,2002.0,5 Seasons,4.1,   ,2015-06-15
  Last Heart 67,Movie,Action,2012.0,151 min,8.7,  Thailand,2015-03-07
Hidden Chronicles 68,Movie,Action,2013.0,,,Spain,2015-09-18
The Soul 69,Movie,History,2011.0,133 min,4.5,Denmark,2024-01-20
Death 70,Movie,,   ,176 min,8.8,,2021-03-29
Death 71,TV Show,Sci-Fi,2033,,9.2,Argentina,2018-01-24
Broken Awakening 72,Movie,,1991.0,165 min,,Poland,2021-02-12
,Movie,Horror,1987.0,133 min,,netherlands,2025
  Deadly End 74,TV Show,Crime,1999.0,9 seasons,13.115555526131029,Canada,2025-13-45
Hidden Truth 75,Movie,Mystery,1996.0,116 min,,Thailand,2019-10-29
First Truth 76,Movie,music,2024.0,165 min,3.9,   ,2018-04-17
The Soul 77,Movie,,2012.0,102 min,6.8,Japan,2025-07-12
A Love 78,TV Show,Documentary,1990.0,6 Seasons,5.9,UK,   
Dark Lies 79,TV Show,Action,,6 seasons,,Norway,2020-10-15
Secret Story 80,TV Show,  Animation,2013.0,9 Seasons,9.2,,2022-10-09
Awakening 81,TV Show,War,,6 Seasons,3.6,,2015-05-28
Final Game 82,Movie,Drama,2022.0,187 min,5.6,Canada,   
Blood Life 83  ,TV Show,Crime,1986.0,6 Seasons,8.3,,2019-02-22
Awakening 84,TV Show,History,1995.0,3 Seasons,9.3,South Korea,2019-07-12
Night 85,Movie,     ,2006.0,77 min,3.8,Japan,2019-11-29
Lies 86,Movie,Mystery,,133 min,9.2,usa,2023-04-12
Legend 87,TV Show,War,2003.0,1 Season,5.5,Argentina,2019-10-05
,TV Show,Sci-Fi,2016.0,   ,4.5,Denmark,2016-04-18
Heart 89,TV Show,Action,,1 Season,8.4,,2015-10-30
The Love 90,TV Show,Crime,1998.0,7 Seasons,7.4,,2018-11-17
A Awakening 91,Movie,music,2002.0,,4.1,UK,2019-09-03
Tales 92,MOVIE,Thriller,,178 min,0.0,Australia,2018-03-11
Secret 93,Movie,War,2010.0,99 min,8.4,Australia,   
Final Legend 94,Movie,history,2009.0,161 min,6.8,,2015-08-16
War 95,TV Show,Family,1986.0,,5.6,Denmark,2018-07-21
Perfect Death 96,MOVIE,Comedy,,123 min,4.8,,2021-01-12
First Revenge 97,Movie,Music,1982.0,147 min,8.0,FRANCE,2020-07-09
,Movie,Sci-Fi,2017.0,75 min,5.9,,2017-05-17
  Dark Lies 99,Movie,Adventure,2009.0,,8.5,Australia,2018-06-26
Broken Return,Movie,Action,   ,71 min,8.1,,   
Life 1,Movie,  Thriller,2013.0,192 min,8.0,  Japan  ,2016-10-26
Death 2,Movie,,1992.0,193 min,8.3,,2022-10-14
Silent Tales 3,Movie,Thriller,2038,106 min,,Denmark,2017-01-08
Forgotten Mystery 4,TV Show,Comedy,1992.0,5 Seasons,8.2,,2019-01-11
Hidden Dream 5,MOVIE,Adventure,2004.0,66 minute,8.8,Turkey,2025-06-27
Broken Mystery 6,movie,,2020.0,138 min,,Netherlands,2017-02-14
   ,Movie,Fantasy,2013.0,unknown,5.0,   ,2021-01-01
Perfect War 8  ,Movie,Drama,2019.0,144 min,   ,Spain,2019-05-22
Forgotten Fall 9,Movie,Drama,2019.0,69 min,6.8,  Mexico,2025-05-12
Final Dream 10,TV Show,Fantasy,2019.0,4 Seasons,3.7,Egypt,2025-03-03
Shadow Fall 11,TV Show,Crime,2013.0,9 Seasons,4.6,Italy,2016-04-15
Hidden Rise 12,Movie,War,2048,180 min,3.6,Colombia,16/12/2025
   ,Movie,Thriller,   ,154 min,,ITALY,2022-07-06
Last Lies 14,TV Show,Music,2025.0,,,,2020-12-11
   ,TV Show,Documentary,2001.0,,8.5,Thailand,2016-05-22
Deadly Legend 16,TV Show,Comedy,2013.0,10 seasons,6.9,Denmark,2025-10-25
Dark Mission 17,Movie,Animation,1984.0,   ,3.7,Argentina    ,2019-12-29
Wild Death 18,Movie,History,2020.0,146 min,   ,Spain  ,   
Final Awakening 19,Movie,,2001.0,121 min,5.9,Italy,   
  A Rise 20,Movie,Animation,2008.0,193 min,8.6,  Spain  ,2016-05-13
Broken Truth 21,Movie,thriller,1987.0,105 min,,Brazil,2011
,Movie,Adventure,   ,152 min,,,2025-02-18
Perfect War 23,Movie,Drama,1983.0,,4.7,USA,2017-07-19
Awakening 24,TV Show,,2004.0,10 Seasons,9.0,Germany,2015-07-31
Perfect Death 25,TV Show,Fantasy,2002.0,6 Seasons,5.3,USA,2021-12-14
  Journey 26  ,Movie,Drama,2004.0,196 min,,Germany,2024-03-17
Dark End 27,TV Show,War,2013.0,6 Seasons,4.0,Poland,2023-09-10
Broken Adventures 28,Movie,War,2023.0,,-0.6242051489696634,Egypt,2015-05-24
,TV SHOW,Horror,1985.0,1 Season,4.5,Denmark,2023-03-03
Legend 30,Movie,FAMILY,2013.0,,4.6,Brazil,2016-12-12
Broken Life 31,Movie,Drama,,84 min,7.0,,2015-07-25
Shadow Beginning 32,Movie,ROMANCE,2023.0,137 min,6.3,Italy,2025-12-06
Final Life 33,Movie,Romance,2009.0,100 min,7.8,South Korea,2019-06-30
Beginning 34,TV Show,,1982.0,10 Seasons,8.2,Germany,2020-09-20
Wild Mission 35,Movie,,1994.0,79 min,0.0,  Mexico  ,2015-11-09
Secret Truth 36,Movie,War,2000.0,136 min,7.1,Spain,2021-03-17
Mission 37,Movie,Music,1998.0,186 min,8.2,Canada,2017-06-05
Fall 38,Movie,Comedy,1998.0,151 min,,USA  ,2019-10-19
Broken Game 39,Movie,,2025.0,78 min,6.1,,2021-10-06
Shadow End 40,TV Show,Adventure,2013.0,7 Seasons,6.7,argentina,2016-05-04
Dream 41,TV Show,Drama,1993.0,9 Seasons,7.1,MEXICO  ,   
Return 42,TV Show,War,1983.0,1 Season,,  Colombia  ,2017-10-22
Secret 43,TV Show,Documentary,2010.0,10 Seasons,,,2014
Broken War 44,Movie,Adventure,2025.0,195 min,5.2,  Norway  ,2021-12-30
The Mystery 45,TV Show,,,4 Seasons,6.1,,2022-07-27
Wild Adventures 46,Movie,Mystery,2023.0,101 min,0.0,Thailand  ,2020-02-29
Silent Legend 47,TV Show,Documentary,2024.0,6 Seasons,6.3,Australia,2023-11-24
Final Rise 48,Movie,Family,1990.0,   ,9.3,,2016-02-12
Shadow Revenge 49,TV Show,   ,1983.0,7 Seasons,3.8,,05/07/2022
  Broken Love 50,TV Show,Comedy,1995.0,1 Season,4.4,Canada,2017-09-30
Final Return 51,TV Show,Thriller,2017.0,5 Seasons,,South Korea,2023-07-24
Last Love 52,TV Show,Family,1985.0,2 Seasons,,Thailand,2020-07-12
Blood Fall 53,TV Show,Comedy,1997.0,8 Seasons,6.4,south korea,2030-05-15
Journey 54,TV Show,THRILLER  ,2004.0,   ,9.0,Netherlands,2021-04-18
War 55,Movie,Action,2003.0,139 minute,6.4,SPAIN,
Revenge 56,Movie,Sci-Fi,2018.0,,,Norway,2023-05-12
Life 57,Movie,Thriller,1988.0,108 min,6.4,Netherlands,2020-06-27
Midnight Chronicles 58,Movie,Action,2016.0,163 min,6.6,Canada,2022-10-02
Justice 59,Movie,Horror  ,2013.0,117 min,6.1,  Sweden,2016-09-21
First Dream 60,Movie,Crime,2013.0,199 min,9.0,  france  ,22/10/2017
Broken Justice 61,Movie,History,2019.0,198 min,6.4,SOUTH KOREA,2022-01-10
Shadow Beginning 62,TV Show,Comedy,2019.0,7 Seasons,7.7,  Poland  ,2015-07-07
Shadow Beginning 63,TV Show,Fantasy,2016.0,,6.6,Denmark,Invalid Date
Adventures 64,Movie,Action,2007.0,89 min,7.9,Turkey,2022-10-12
Game 65,Movie,Animation,1990.0,64 min,4.2,,2023-10-25
Love 66,Movie,Fantasy,,151 min,9.2,South Korea,2015-05-11
  Wild Revenge 67,Movie,Thriller,2005.0,128 min,-0.2702405991263064,Turkey,05/11/2023
Tales 68,TV Show,Documentary,1987.0,5 Seasons,5.3,,2016-07-18
Tales 69,Movie,,2007.0,109 min,4.9,Spain,2018-05-07
Hidden Lies 70,Movie,Crime  ,,125 min,7.9,Japan,2025-12-14
Secret Adventures 71,TV Show,music,2004.0,,,Thailand,2017-09-17
Hidden Soul 72,TV Show,Family,1989.0,2 Seasons,,,2016-09-26
Silent Heart 73,Movie,DOCUMENTARY,1990.0,,7.2,Canada,2017-11-18
Lost End 74,TV Show,Music,2030,10 Seasons,8.6,   ,2015-01-25
First Journey 75,Movie,family,2002.0,,8.5,Colombia,2024-10-26
End 76,Movie,  Crime,1998.0,166 min,,Thailand,2018-11-05
Silent Story 77,Movie,,1997.0,70 min,,Italy,2015-05-30
Justice 78,Movie,Action,1998.0,   ,4.5,,2022-09-22
Blood Awakening 79,Movie,Mystery,   ,85 min,6.8,,   
First Death 80,Movie,   ,2019.0,66 min,8.8,USA,2017-12-25
Wild Chronicles 81,TV Show,Documentary,1994.0,1 Season,14.691219189932252,,
Journey 82,Tv show,Mystery,1995.0,5 Seasons,7.9,Egypt,2015-12-20
Mystery 83,Movie,Comedy,1999.0,105 min,,NORWAY,2025
The Mystery 84,Movie,Drama,,161 min,5.1,India,2017-10-18
Shadow War 85,TV Show,,,7 Seasons,9.3,Italy,2023-11-14
War 86,Movie,Romance,   ,167 min,5.0,Canada,2020-12-20
A Love 87,tv show,Adventure,1998.0,-30 min,7.0,Mexico,2015-07-14
First Death 88,Movie,Thriller,2003.0,,,  South Korea  ,2015
The Love 89,Movie,Family,2010.0,180 min,,,2024-12-21
Final Legend 90,Movie,War,1987.0,63 min,7.2,Japan,2021-01-30
A Tales 91,Movie,  Comedy,2003.0,197 min,,,2025-09-08
Lost War 92,Movie,,1987.0,,12.418391688341156,Canada,2015-10-21
Dream 93,Movie,Adventure,1992.0,63 min,-1.6571829545922492,,2022-03-14
   ,Movie,Family,,101 min,7.2,Norway,2021-03-26
Midnight Return 95,Movie,,   ,122 min,9.0,Argentina,2015-11-21
Dark Secret 96,Movie,Horror,2002.0,76 min,,,2017-08-08
Silent Night 97,Movie,Comedy,2021.0,71 min,7.4,,   
Shadow Revenge 98,Movie,,2012.0,100 min,6.7,Canada,
Last Adventures 99,Movie,Romance,1891.0,unknown,,Sweden,2021-05-31
Day,Movie,Comedy,2009.0,97 min,7.8,,2025-12-13
Midnight Rise 1,Movie,  Drama,2008.0,,4.4,India,2020-03-26
Day 2,TV Show,War  ,2016.0,4 Seasons,,Germany,2022-08-24
Shadow Day 3,Movie,Fantasy,2014.0,,12.534452281210875,Norway,2022-03-15
Story 4,TV Show,Family,2049.0,9 Seasons,5.3,India,2024-07-11
Last Tales 5,Movie,Fantasy,1987.0,187 min,5.5,MEXICO,2016-09-05
Awakening 6,Movie,Horror,,120 min,5.2,,2025-07-17
,Movie,,2021.0,170 min,0.0,Brazil,2014
Secret Code 8,TV Show,Animation,2025.0,7 Seasons,6.8,Canada,2025-10-18
   ,Movie,Music,2016.0,136 min,8.4,Italy,2024-02-24
First Soul 10,Movie,  History  ,2017.0,96 min,7.0,,
A Adventures 11,Movie,Action,   ,72 min,   ,Netherlands,2023-12-05
A War 12  ,Movie,SCI-FI,2005.0,178 min,7.7,,2024-12-20
Love 13,Movie,Thriller,,83 min,7.9,France,2015-10-09
Lost Dream 14,Movie,Crime,2019.0,137 min,9.5,Poland,2025-01-30
Deadly Truth 15,Movie,Family  ,2002.0,64 min,4.9,Australia,2020-01-12
Secret Night 16,Movie,  Comedy  ,2011.0,178 min,,Argentina,2017-11-08
Game 17,Movie,Fantasy,2024.0,129 min,8.8,UK,2017-01-18
Night 18,TV Show,Animation,1980.0,8 Seasons,   ,Denmark,2025-07-16
First Mission 19,TV Show,,1988.0,,6.2,  Germany  ,2016-06-14
  First Game 20,Movie,Thriller,2019.0,96 min,6.1,Denmark,2022-06-13
Wild Night 21,TV Show,,2007.0,6 Seasons,4.1,Norway,2024-09-09
Revenge 22,TV Show,Mystery,2012.0,,8.9,USA,   
Last Revenge 23,Movie,War,2011.0,165min,9.1,Sweden,2025-09-16
Lost Beginning 24,Movie,History,1987.0,166 min,8.8,Argentina,
Chronicles 25,TV Show,War,2016.0,,4.9,   ,2024-11-09
Return 26,Movie,Documentary,1997.0,176 min,5.3,South Africa,2018-07-22
The Life 27,Movie,,1986.0,171 min,9.2,Norway,2017-11-01
Forgotten Return 28,TV Show,Fantasy,1997.0,6Seasons,7.2,,2021-04-11
Hidden End 29,Movie,,1991.0,   ,7.3,Netherlands,2020-12-30
Last Truth 30,TV Show,,,7 Seasons,6.0,Argentina,2018-11-07
Life 31,TV Show,  Family,1992.0,4 Seasons,0.0,Egypt,2016-04-08
Forgotten Awakening 32,TV Show,,1990.0,9 Seasons,4.5,Spain,2024-07-16
Deadly Life 33,Movie,Action,1995.0,70 min,0,,2015-08-08
Last Tales 34  ,Movie,   ,2023.0,62 min,,Japan  ,2016-03-13
Lost Mystery 35,Movie,  ACTION  ,,94 min,8.6,India,2015-01-05
Blood Heart 36,Movie,Fantasy,1995.0,159 min,5.0,India,2024-11-22
Silent Awakening 37,Movie,Music,2001.0,61 min,8.8,UK,2016-06-01
Last War 38,Movie,Sci-Fi,1997.0,84 min,7.7,,2015-09-17
Last Night 39,Movie,Animation  ,2019.0,159 min,   ,Egypt,2023-06-07
