işlem_id,müşteri_id,işlem_tarihi,işlem_saati,tutar,para_birimi,işlem_tipi,kanal,cihaz,ip_adresi,konum_il,kart_türü,merchant_kategori,fraud_etiket
TRX5082759630,C2346506141,,22:08:12,48.26,GBP,Alışveriş,ATM,Win pc,156.246.38.4,Adn,Kredi Kartı,Akaryakıt,0
TRX7990053344,C1159556355,2025/08/15,15:23:00,95.72,TRY,Alışveriş,Mobil Uygulama,iPhone 13,117.37.221.185,Kocaeli,Kredi Kartı,Giyim,0
TRX1465079682,C2490571979,2025-11-27,10:27:56,105.23,TRY,Havale/EFT,Web,Huawei P40,192.2.224.71,Gaziantep,Banka Kartı,Seyahat,0
TRX0957740731,C8860969607,12/03/2025,11:09:45,80.72,TRY,Havale/EFT,ATM,iPhone 14 Pro,66.225.115.189,Antalya,Sanal Kart,Elektronik,0
TRX6883895955,C2279073948,,,168.19,TRY,Fatura Ödeme,,,,Konya,Banka Kartı,,0
TRX7807397878,C9082456481,25/03/2024,00:32:20,,TRY,Alışveriş,Mobil Uygulama,Windows PC,,Bursa,Kredi Kartı,,0
TRX6246447079,C4786784261,2026-01-06,15:52:37,92.89,TRY,Para Yatırma,POS,Huawei P40,11.75.103.40,Ankara,Banka Kartı,Market,0
TRX8790744576,C9926717453,2024-03-29,01:16:20,42.25 TL,TRY,Alışveriş,POS,iPhone 14 Pro,200.220.176.171,Gaziantep,Banka Kartı,,0
TRX2226208747,C3326510456,,18:19:14,107.96,TRY,Alışveriş,POS,iPhone 14 Pro,42.204.62.14,İzmir,Kredi Kartı,,0
TRX5435832016,C8191244474,2024-01-17,19:52:53,122.53,TRY,İade,Mobil Uygulama,Samsung S21,67.174.39.240,,Kredi Kartı,Kuyumcu ,0
TRX3225253546,C5685591943,2024-07-04,19:23:41,92.09,TRY,Alışveriş,Web,Android Tablet,192.223.93.82,Konya,Kredi Kartı,Elektronik,0
TRX5452910408,C9437799693,2025-09-29,07:29:15,86.2,TRY,Alışveriş,Mobil Uygulama,mac book,63.51.103.249,İzmir,Kredi Kartı,Seyahat,0
TRX9698667462,C2099999431,,16:43:59,252.48,TRY,Alışveriş,ATM,MacBook,189.218.207.11,Tekirdağ,Kredi Kartı,Elektronik,0
TRX2374667307,C2620083541,2025-08-25,,90.30 TL,TRY,Havale/EFT,Mobil Uygulama,iPhone 13,210.64.199.165,,Kredi Kartı,Giyim,0
TRX9333052702,C6333114427,2024-11-19,19:16:56,33.06,TRY,Para Çekme,Mobil Uygulama,Samsung S21,151.192.90.103,Şanlıurfa,Kredi Kartı,Kuyumcu,0
TRX7794095940,C5749088823,2024-03-20,08:52:54,40.12,TRY,Alışveriş,POS,Huawei P40,84.57.44.146,Kocaeli,Banka Kartı,Seyahat,0
TRX5474801732,C6160638063,2024-12-26,06:58:11,72.07,,Alışveriş,Mobil Uygulama,Samsung S23,160.166.39.105,İzmir,Kredi Kartı,Market,0
TRX2084036678,C4282562033,2024-06-26,01:09:11,56.62,GBP,Alışveriş,POS,Huawei P40,44.228.244.178,Manisa,Kredi Kartı,Abonelik,0
TRX6911684281,C5684655774,2024-08-10,11:06:57,"137,26",TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,223.23.133.136,Tekirdağ,Kredi Kartı,Seyahat,0
TRX9826296050,C9314047817,2025-01-29,03:34:13,19.46,TRY,Havale/EFT,POS,iPhone 14 Pro,135.189.148.93,Adana,Kredi Kartı,Market,0
TRX5169711541,C1286949560,2025-08-25,,15.5,TRY,Para Yatırma,POS,Samsung S23,,İzmir,Kredi Kartı,Giyim,0
TRX6924276513,C8103342166,2025-03-23,15:31:10,45.89,TRY,Para Çekme,POS,iPhone 14 Pro,71.115.157.163,Kocaeli,,E-Ticaret,0
TRX8731970266,C3327943364,2024-06-19,16:12:48,,TRY,Alışveriş,Mobil Uygulama,Windows PC,101.64.42.251,Konya,Kredi Kartı,Seyahat,0
TRX9136710824,C3676287727,2025-06-30,23:01:29,182.22,TRY,Fatura Ödeme,Mobil Uygulama,MacBook,185.229.49.187,,Kredi Kartı,,0
TRX4224078743,C3592819608,14.06.2025,18:27:59,264.65,EUR,Havale/EFT,POS,Xiaomi Mi 11,,Samsun,Kredi Kartı,,0
TRX6019792543,C8313728402,2024-06-29,06:23:15,10.36,TRY,Havale/EFT,ATM,Samsung S23,158.103.59.70,,,Giyim,0
TRX0729061369,C5429839086,11-10-2025,10:41:23,330.45,TRY,Para Çekme,Mobil Uygulama,iPhone 13,49.132.32.62,Manisa,Kredi Kartı,Market,0
TRX8707580696,C1784996604,2025-10-04,,61.46,TRY,Para Yatırma,POS,Huawei P40,68.62.181.237,Samsun,Kredi Kartı,Kuyumcu,0
TRX5170726874,C5270960469,2025-04-05,12:23:59,23.08,TRY,Alışveriş,Mobil Uygulama,Android Tablet,222.224.202.57,Mersin,Kredi Kartı,Eğlence,0
TRX0882166395,C2864279003,2024-08-13,,109.46,USD,Alışveriş,POS,Xiaomi Mi 11,57.115.81.28,Tekirdağ,Sanal Kart,,0
TRX9457006543,C0672600759,2024-09-26,03:01:30,32.43,,Alışveriş,Mobil Uygulama,Samsung S23,94.5.12.228,Balıkesir,Sanal Kart,Seyahat,0
TRX8152045082,C8814218521,2024-11-30,19:40:03,,EUR,Alışveriş,,MacBook,,Mersin,Banka Kartı,,0
TRX8690318391,C5911444479,2024-05-23,15:05:39,171.72,TRY,Para Çekme,Web,Xiaomi Mi 11,,Kocaeli,Kredi Kartı,Abonelik,0
TRX9647368199,C1624752187,2024-08-21,09:51:06,41.15,TRY,Alışveriş,Mobil Uygulama,,163.127.19.212,Gaziantep,Kredi Kartı,Abonelik,0
TRX2064040289,C1020976488,2024-04-12,,155.5,TRY,Alışveriş,Web,iPhone 13,77.88.187.147,Samsun,Kredi Kartı,Giyim,0
TRX8591826187,C8768168900,,06:41:35,38.12,,Para Çekme,Web,Samsung S23,40.29.37,,Kredi Kartı,Giyim,0
TRX6619120360,C6203333254,21.07.2025,23:23:39,208.16,TRY,Havale/EFT,Web,Xiaomi Mi 11,95.120.130.24,Muğla,Banka Kartı,Akaryakıt,0
TRX0183827410,C0090793860,2024-04-07,14:33:29,231.26,TRY,Alışveriş,Mobil Uygulama,,111.129.250.244,Tekirdağ,Banka Kartı,Giyim,0
TRX8193491461,C5337120681,2024-12-23,12:25:54,58.55,,Fatura Ödeme,,Xiaomi Mi 11,135.168.173.208,Konya,Kredi Kartı,,0
TRX5276908100,C7533973400,2024-11-23,09:58:52,"45,54",EUR,Alışveriş,Mobil Uygulama,Samsung S23,237.195.68.168,Eskişehir,Kredi Kartı,Giyim,0
TRX4940590142,C6854573788,2024-02-05,11:49:13,54.85,EUR,Alışveriş,Web,iPhone 13,250.93.231.18,Gaziantep,Kredi Kartı,Giyim,0
TRX1080889136,C9177908281,2025-09-25,,130.07,USD,Alışveriş,Web,Android Tablet,132.98.116,,Kredi Kartı,Akaryakıt,0
TRX5917065935,C3354280177,2026-01-19,12:49:51,39.41,TRY,Alışveriş,Mobil Uygulama,mac book,122.219.244.103,Mersin,Kredi Kartı,E-Ticaret,0
TRX4738706809,C2185820355,2025/05/01,17:57:32,29.54,EUR,Para Çekme,POS,Android Tablet,57.14.129.243,Kocaelı,Kredi Kartı,Kuyumcu,0
TRX1912903282,C1720823304,2025-05-26,20:40:51,22.54,TRY,Alışveriş,POS,MacBook,31.197.96.205,,Sanal Kart,Giyim,0
TRX4546661489,C4774405596,2024-06-26,11:43:03,64.36,TRY,,POS,Android Tablet,251.79.251.126,Trabzon,Banka Kartı,Akaryakıt,1
TRX6933618300,C0431288023,05.10.2025,13:28:52,82.57,TRY,Fatura Ödeme,Web,Samsung S21,48.182.132.207,Kayseri,Kredi Kartı,Eğlence,0
TRX3982740315,C1836557688,2025-08-20,23:14:34,27.97,TRY,Fatura Ödeme,POS,Xiaomi Mi 11,207.151.69.195,Adana,Kredi Kartı,Kuyumcu,0
TRX6826393479,C0308663991,2024/11/29,11:18:46,52.05,TRY,Alışveriş,Mobil Uygulama,Huawei P40,129.107.83.230,Ankr,Kredi Kartı,Seyahat,0
TRX7692074130,C3495186933,2025-06-21,11:41:28,39.5,TRY,Alışveriş,Web,Huawei P40,82.194.123.202,Ankara,Banka Kartı,Seyahat,0
TRX9065837277,C0412745138,2025-12-29,06:27:47,338.67,TRY,Alışveriş,Web,Samsung S21,183.229.215.6,Kayseri,Kredi Kartı,Seyahat,0
TRX3488150573,C0916245508,2025-04-04,,162.46,,Fatura Ödeme,Mobil Uygulama,Samsung S23,142.119.138.252,Samsun,Kredi Kartı,Giyim,0
TRX9009017314,C8175239461,2024-06-01,23:42:41,,TRY,Havale/EFT,Mobil Uygulama,,175.18.177.39,Manisa,Ön Ödemeli,Giyim,0
TRX7335535297,C9236242435,2024-09-08,16:58:33,504.71,TRY,,Mobil Uygulama,Android Tablet,42.27.146.241,Gaziantep,Kredi Kartı,Eğlence,0
TRX5559719947,C4440148794,,16:56:50,21.14,TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,32.86.128.83,Konya,Kredi Kartı,,0
TRX1121965077,C1363903618,09-09-2024,23:26:03,"27,95",TRY,Alışveriş,Mobil Uygulama,Windows PC,114.186.120.220,İstanbul,Banka Kartı,E-Ticaret,0
TRX1676734676,C3503628778,09/11/2025,,137.14,TRY,,Mobil Uygulama,iPhone 14 Pro,,İzmir,Kredi Kartı,Kuyumcu,0
TRX2944974931,C7911646974,2024-05-24,07:09:57,56.77,TRY,Havale/EFT,,Samsung S21,202.77.40.166,Eskişehir,Kredi Kartı,Giyim,1
TRX0253567735,C2107709559,2025-11-10,03:21:03,"50,10",USD,Alışveriş,Mobil Uygulama,Samsung S21,9.240.235.124,İzmir,Kredi Kartı,Giyim,0
TRX2055168011,C0030648894,2024-08-05,,-183.73,TRY,,Mobil Uygulama,,176.109.145.196,Antalya,Ön Ödemeli,,0
TRX1151768150,C5400383632,2025-01-15,13:47:25,78.22,TRY,Alışveriş,,iPhone 14 Pro,243.56.222.83,Kocaeli,Kredi Kartı,Seyahat,0
TRX3050294478,C8929361104,2025-02-06,17:15:38,130.8,USD,Alışveriş,Mobil Uygulama,Android Tablet,117.159.230.117,Konya,Kredi Kartı,Giyim,1
TRX9133541211,C6159622673,2024-04-05,,36.56,TRY,Alışveriş,ATM,Samsung S23,185.203.205.36,Gaziantep,Banka Kartı,Market,0
TRX0943308370,C5453780766,2024-05-20,19:17:23,109.59,TRY,Alışveriş,Mobil Uygulama,Huawei P40,6.11.13.141,Kocaeli,Kredi Kartı,,0
TRX4761796897,C3972050141,2024-08-20,07:05:45,71.24,TRY,Alışveriş,Mobil Uygulama,Huawei P40,79.76.120.123,Muğla,Kredi Kartı,E-Ticaret,0
TRX2299953060,C3792820536,,06:54:55,27.37,TRY,Para Çekme,ATM,Xiaomi Mi 11,151.161.158.136,Balıkesir,Kredi Kartı,Abonelik,0
TRX2069383051,C6888505814,2025-07-28,00:11:11,,TRY,Para Çekme,ATM,MacBook,215.106.138.6,İstanbul,Kredi Kartı,SAĞLIK,0
TRX4131277606,C9022695797,2025-02-20,23:32:23,48.75,TRY,Alışveriş,Mobil Uygulama,Samsung S21,214.187.148.84,Gaziantep,Ön Ödemeli,Market,0
TRX8893094701,C2152614756,2025-10-06,,114.0,TRY,Havale/EFT,Mobil Uygulama,,59.239.78.189,Adana,Kredi Kartı,Abonelik,0
TRX4575578072,C5211245848,2025-10-19,13:03:28,68.79,,Alışveriş,Web,Huawei P40,60.160.10.247,İstanbul,Kredi Kartı,Sağlık,0
TRX5909907460,C9530344189,2024-09-21,03:43:04,121.1,TRY,Alışveriş,Mobil Uygulama,Huawei P40,176.244.20.243,Konya,Kredi Kartı, Sağlık,0
TRX5939903642,C7022601810,2025-09-14,15:47:42,316.77 TL,TRY,Alışveriş,Mobil Uygulama,,110.89.133.123,Kocaelı,Kredi Kartı,Seyahat,0
TRX4299134371,C1516119055,2024-02-16,12:41:01,35.02,TRY,Fatura Ödeme,POS,Huawei P40,16.197.204.241,Gaziantep,Kredi Kartı,Seyahat,0
TRX2121752785,C6528692859,2024-11-23,,,TRY,Para Çekme,Mobil Uygulama,Android Tablet,,Trabzon,Kredi Kartı,Abonelik,0
TRX3194498127,C3807240862,,21:39:29,65.2,TRY,Alışveriş,Mobil Uygulama,Huawei P40,75.68.8.100,Ankara,Banka Kartı,Abonelik,0
TRX1477087599,C3924481564,21/12/2024,,89.14,TRY,İade,ATM,Android Tablet,,Samsun,Ön Ödemeli,Yemek,0
TRX5373081105,C5605839494,2025-07-17,11:46:27,81.14,TRY,Para Yatırma,Mobil Uygulama,Huawei P40,13.35.113.204,Manisa,Kredi Kartı,Eğlence,0
TRX6164785554,C7787820145,2025-10-16,16:16:16,46.87,USD,Alışveriş,POS,Windows PC,70.115.1.98,Tekirdağ,Kredi Kartı,Kuyumcu,0
TRX0156251055,C8238177470,2024-11-19,03:38:05,85.92,TRY,Para Yatırma,Mobil Uygulama,,182.52.228.78,Mersin,,Seyahat,0
TRX1677919997,C1528550361,,20:01:57,15.62,USD,Alışveriş,POS,iPhone 14 Pro,70.33.86.16,Kocaeli,Banka Kartı,Eğlence,0
TRX0133853652,C0999293144,20/03/2025,12:06:24,"37,88",TRY,Alışveriş,,iPhone 14 Pro,,Kocaelı,Kredi Kartı,Market,0
TRX4670471782,C2615985110,2025-10-23,23:32:18,105.99,TRY,Alışveriş,Mobil Uygulama,,104.101.121.90,Eskişehir,Banka Kartı,Market,0
TRX0313421742,C9792795679,2026-01-22,02:50:36,81.76,TRY,Alışveriş,Web,Android Tablet,6.132.236,Antalya,Kredi Kartı,Eğlence,0
TRX8513207053,C8185539946,2025-09-13,08:08:06,"45,61",TRY,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,49.21.243.253,Şanlıurfa,Kredi Kartı,Market,0
TRX0942157485,C5246742951,2024-07-05,,70.49,TRY,İade,Mobil Uygulama,iPhone 14 Pro,131.72.43.254,Bursa,Kredi Kartı,Giyim,0
TRX1151526027,C3882638273,,08:11:00,208.25,TRY,Alışveriş,Mobil Uygulama,iphne13,72.215.64.186,Bursaa,Banka Kartı,Kuyumcu,0
TRX2248884715,C8972076493,2025-03-12,12:27:11,53.33,TRY,Para Yatırma,Mobil Uygulama,iPhone 14 Pro,232.29.36.241,Kocaelı,Kredi Kartı,Akaryakıt,0
TRX9633842275,C9876984617,02.11.2024,,49.8,USD,Alışveriş,Mobil Uygulama,MacBook,151.160.24.145,Muğla,Kredi Kartı,Giyim,0
TRX5888787083,C7244163260,2025-04-10,09:19:20,40.57,TRY,Havale/EFT,Mobil Uygulama,Huawei P40,116.62.65.95,Bursa,,Eğlence,0
TRX9625196476,C5847757629,04-12-2025,,44.28,EUR,Para Çekme,Mobil Uygulama,iPhone 13,211.181.201.75,Bursa,Sanal Kart,Giyim,0
TRX5522461526,C1253392577,2025-02-22,13:46:07,64.53,TRY,Alışveriş,Mobil Uygulama,MacBook,42.221.184.86,Manisa,Kredi Kartı,E-Ticaret,0
TRX9735008261,C1107840639,2024-09-27,19:35:07,"81,87",TRY,,Web,Samsung S21,,Diyarbakır,Kredi Kartı,Market,0
TRX1063991993,C1633373917,2025-10-24,,57.91,TRY,Havale/EFT,,Samsung S23,131.147.71.21,Samsun,Banka Kartı,Sağlık ,0
TRX5932598164,C8204584680,,00:09:10,,TRY,Havale/EFT,Web,Samsung S23,,Trabzon,Kredi Kartı,Seyahat,0
TRX1967969884,C8646490828,06-04-2025,07:44:53,,TRY,Para Çekme,ATM,Windows PC,740.223.53.57,,Kredi Kartı,Kuyumcu,0
TRX9125044541,C8216039179,2024-04-13,21:57:24,"35,53",TRY,Havale/EFT,Mobil Uygulama,,18.193.94.125,Tekirdağ,Kredi Kartı,Market,0
TRX9839540143,C7106568086,2025-01-22,08:11:20,,USD,Havale/EFT,Mobil Uygulama,Samsung S23,56.209.1.17,Manisa,Banka Kartı,Market,0
TRX6112800306,C3846752897,2024-11-20,07:46:15,85.46,TRY,Havale/EFT,Mobil Uygulama,Windows PC,134.172.248.18,Gaziantep,Kredi Kartı,Abonelik,0
TRX0563331349,C8106248218,2024-04-03,15:14:29,46.49,TRY,Alışveriş,Mobil Uygulama,Samsung S23,220.185.45.149,Gaziantep,Ön Ödemeli,Abonelik,0
TRX0274706513,C2950830727,2024-06-10,19:50:01,80.34,TRY,Havale/EFT,ATM,Xiaomi Mi 11,180.124.137.145,Mersin,Kredi Kartı,Akaryakıt,0
TRX5720596076,C5159535213,,14:37:38,162.12,TRY,Alışveriş,Mobil Uygulama,Windows PC,253.205.8.6,Manisa,Kredi Kartı,Sağlık,0
TRX9371780370,C3364966010,2024-05-17,06:37:23,35.03,TRY,Para Çekme,Mobil Uygulama,Win pc,115.15.174.48,Eskişehir,Kredi Kartı,Seyahat,0
TRX2988998283,C0671687784,2024/04/10,02:23:52,73.58,TRY,Alışveriş,Mobil Uygulama,,96.98.70.11,Bursa,Kredi Kartı,E-Ticaret,0
TRX4499514663,C1569661158,,14:57:01,112.42,TRY,İade,Web,Huawei P40,221.20.63.47,İstanbul,Sanal Kart,Market,0
TRX3182551364,C1693937917,2024-01-21,21:00:32,112.52,TRY,Para Yatırma,Mobil Uygulama,Huawei P40,133.235.11.219,Trabzon,Kredi Kartı,Elektronik,0
TRX2136082430,C8121240334,27/11/2024,18:46:23,136.6,USD,Alışveriş,Mobil Uygulama,MacBook,187.21.220.228,Gaziantep,Kredi Kartı,Market,0
TRX3317411542,C4722246856,2025-01-07,06:03:38,90.11,TRY,,Web,iPhone 13,53.232.28.118,Şanlıurfa,Kredi Kartı,sağlık,0
TRX9948926442,C1011382663,2025-04-20,04:13:24,343.35,EUR,Alışveriş,Mobil Uygulama,Android Tablet,163.168.4.37,Kayseri,Kredi Kartı,Yemek,0
TRX4943584834,C6137193799,2025-03-12,20:20:02,81.44,TRY,Alışveriş,Web,iPhone 13,186.84.114.28,Balıkesir,Banka Kartı,Eğlence,0
TRX7669755256,C4635511281,,19:55:21,54.88,TRY,,Mobil Uygulama,Huawei P40,107.173.2.169,İstanbul,Banka Kartı,Sağlık,0
TRX7285946974,C1963780848,2026-01-31,08:15:44,28.67,TRY,Alışveriş,Mobil Uygulama,iPhone 14 Pro,83.32.217.248,,Banka Kartı,Akaryakıt,0
TRX7193271466,C4757671290,2024-07-09,15:39:44,25.92,USD,Alışveriş,POS,Huawei P40,214.33.185.29,Ankr,Banka Kartı,Giyim,0
TRX6437320478,C8799688965,2025-06-26,12:06:25,213.48,TRY,Fatura Ödeme,Mobil Uygulama,Samsung S21,46.54.114.88,,,Market,0
TRX1411683766,C1580899702,2024-03-01,03:56:19,162.08,TRY,Para Çekme,ATM,iPhone 14 Pro,106.225.42.124,Ankara,Kredi Kartı,Sağlık,0
TRX7018424573,C5992145398,2025-10-08,11:59:40,240.92,USD,Alışveriş,ATM,MacBook,82.150.114.48,Diyarbakır,Kredi Kartı,Yemek,0
TRX0079663372,C2951670070,2024-10-03,10:06:22,44.99,TRY,Alışveriş,Mobil Uygulama,Win pc,129.189.225.236,Diyarbakır,Banka Kartı,Seyahat,0
TRX6585488468,C9706468684,2024-09-20,,93.92,TRY,Alışveriş,ATM,MacBook,160.120.232.114,Balıkesir,Kredi Kartı,Yemek,0
TRX2205621265,C1054548350,2024-04-13,08:05:30,24.86,TRY,Havale/EFT,Mobil Uygulama,iPhone 14 Pro,156.229.87.87,İstanbul,Kredi Kartı,Eğlence,1
TRX4405320809,C4033086171,22-01-2025,06:32:56,-89.84,TRY,Alışveriş,Mobil Uygulama,MacBook,105.68.135.205,Mersn,Kredi Kartı,Elektronik,0
TRX8430488981,C2124331092,2024-10-31,12:12:40,85.35,TRY,Alışveriş,POS,Samsung S23,29.220.157.174,Eskişehir,Kredi Kartı,Market,0
TRX5051255802,C6222344465,2026-01-12,15:24:05,49.03,EUR,,POS,Android Tablet,,Samsun,Kredi Kartı,Elektronik,0
TRX2994942291,C4572030017,15.05.2024,,91.51,EUR,Alışveriş,,iPhone 14 Pro,588.8.115.137,Kayseri,Kredi Kartı,Market,0
TRX4707396935,C1202129399,2024-11-14,10:54:11,30.67 TL,TRY,Para Çekme,Mobil Uygulama,iPhone 14 Pro,84.218.75.137,Kocaeli,,Akaryakıt,0
TRX1134097851,C6569907488,2025-11-16,23:09:25,"28,10",TRY,Para Yatırma,,iPhone 13,9.76.124.13,Konya,Kredi Kartı,Sağlık,0
TRX9325346073,C5631960381,2025-09-07,17:41:28,188.11,TRY,Para Çekme,POS,Android Tablet,174.78.162.78,Tekirdağ,Kredi Kartı,Kuyumcu,0
TRX0982619032,C9411150337,05.08.2025,10:15:59,281.88 TL,TRY,İade,Mobil Uygulama,,144.23.176.193,Adana,Kredi Kartı,Yemek,0
TRX4063495510,C4992521423,,13:06:16,165.91,,Alışveriş,Mobil Uygulama,Samsung S23,201.207.181.229,İzmir,Sanal Kart,Sağlık,0
TRX6109645996,C8726203156,2025-10-27,22:47:21,186.38,,İade,ATM,Xiaomi Mi 11,172.232.186.211,Ankara,Kredi Kartı,Sağlık,0
TRX1422235156,C1991855803,,18:52:17,234.48,TRY,Alışveriş,POS,Android Tablet,,İzmir,Kredi Kartı,Elektronik,0
TRX0260738843,C2222969943,2025-09-08,17:09:14,131.65,TRY,,Web,Android Tablet,161.149.224.144,Antalya,Kredi Kartı,Market,1
TRX1670487334,C6551341894,2025-03-18,21:22:29,124.42,,Alışveriş,Mobil Uygulama,Xiaomi Mi 11,101.121.78.191,Manisa,Kredi Kartı,Abonelik,0
TRX2763416137,C8562062812,2024-09-23,02:00:53,579.83,TRY,İade,,Xiaomi Mi 11,167.14.132.229,,Kredi Kartı,Seyahat,0
TRX5206505917,C1043093595,2024-06-15,,176.68,TRY,Alışveriş,POS,iPhone 14 Pro,172.118.43.14,Trabzon,Kredi Kartı,Eğlence,0
TRX8674353951,C1597726448,2025-02-01,19:46:07,77.33,,Fatura Ödeme,Web,Xiaomi Mi 11,129.183.121.55,Manisa,Banka Kartı,Giyim,0
TRX4517354388,C2216887095,,04:32:25,182.11,TRY,Para Yatırma,POS,MacBook,77.248.91.140,Bursa,,Akaryakıt,0
TRX3344756242,C6446426410,2025-06-28,05:10:57,58.08,TRY,Alışveriş,Mobil Uygulama,Samsung S21,207.210.89.232,Kayseri,Kredi Kartı,abonelik,1
TRX0485208032,C1920758919,2024-06-28,01:22:55,122.07,TRY,Havale/EFT,Mobil Uygulama,Windows PC,228.180.81.186,Samsun,Kredi Kartı,Elektronik,0
TRX5020749544,C6220871395,2024-10-23,22:03:53,46.27,TRY,Alışveriş,Mobil Uygulama,Android Tablet,217.109.39.10,Trabzon,Kredi Kartı,Giyim,0
TRX4036706690,C2592983431,27.05.2024,08:19:24,58.90 TL,TRY,Alışveriş,,MacBook,122.192.62.195,Ankr,Banka Kartı,Giyim,0
TRX4396759613,C3359707975,2024-12-20,03:50:15,145.58,TRY,Havale/EFT,Mobil Uygulama,Huawei P40,105.196.94.222,Eskişehir,Kredi Kartı,Kuyumcu,0
TRX1131787566,C8490682769,2024-10-09,13:43:27,67.23,TRY,Fatura Ödeme,ATM,MacBook,209.102.60.12,Kocaelı,Kredi Kartı,Yemek,0
TRX5786514066,C8852554580,2024-05-23,21:00:20,11.59,TRY,Fatura Ödeme,POS,,123.222.104.156,Diyarbakır,Banka Kartı,Kuyumcu,0
TRX7787912564,C8804279632,2025-11-08,16:18:50,12.96,,Alışveriş,Mobil Uygulama,,58.158.xx.243,İstanbul,Kredi Kartı,,0
TRX7835718940,C4357495217,2025-08-01,00:30:53,54.22,TRY,Havale/EFT,Mobil Uygulama,MacBook,96.53.117.92,Manisa,Kredi Kartı,Abonelik,0
TRX3778905265,C8083158357,2024-10-22,15:29:32,278.53,TRY,Fatura Ödeme,Çağrı Merkezi,Xiaomi Mi 11,217.56.174.23,Tekirdağ,Kredi Kartı,Sağlık,0
TRX8796088021,C7539528269,2024-02-13,,68.68,TRY,Havale/EFT,Mobil Uygulama,mac book,33.114.254.80,Antalya,Kredi Kartı,Elektronik,0
TRX9563251125,C3616731697,2025-10-06,04:48:46,142.03,TRY,Havale/EFT,Mobil Uygulama,Xiaomi Mi 11,62.106.186.19,Trabzon,Kredi Kartı,Market,0
TRX8703340353,C4677195071,2025-06-15,21:26:31,,TRY,Alışveriş,Mobil Uygulama,Win pc,160.176.230.254,Diyarbakır,Ön Ödemeli,Yemek,0
TRX7965339394,C6970104971,2025-02-27,11:33:36,88.4,TRY,,Mobil Uygulama,Windows PC,4.122.3.138,Antalya,Kredi Kartı,,0
TRX8227796420,C3578209406,2025-04-05,,136.2,TRY,Alışveriş,Web,Android Tablet,115.130.153.186,Adana,Kredi Kartı,Elektronik,0
TRX8036438890,C6020512120,2024-01-06,,187.86,TRY,Alışveriş,ATM,Samsung S23,233.78.145.34,Muğla,Kredi Kartı,Seyahat,0
TRX5322011533,C5008092073,2024-12-27,08:41:34,40.87,TRY,Alışveriş,Web,MacBook,,Eskişehir,Kredi Kartı,Eğlence,0
TRX2623416201,C5897543112,2024-05-23,18:46:58,228.74,,Alışveriş,Mobil Uygulama,Samsng S23,146.184.58.151,Trabzon,Kredi Kartı,Giyim,0
TRX5491829160,C2960805116,2025-05-11,07:49:04,102.06,TRY,Alışveriş,,Windows PC,147.51.10.142,Gaziantep,Kredi Kartı,,0
TRX6172823222,C6097703927,2025-12-10,14:37:42,85.25,TRY,İade,ATM,Android Tablet,98.177.97.167,Şanlıurfa,Kredi Kartı,Elektronik,0
TRX4311011672,C3643572323,2025-02-08,16:27:40,57.9,TRY,Alışveriş,Çağrı Merkezi,Samsung S23,212.118.85.75,Kayseri,Banka Kartı,Sağlık,0
TRX6521312050,C2820011916,2025-04-05,03:39:04,"88,55",TRY,Fatura Ödeme,POS,iPhone 13,97.150.114.179,Samsun,Kredi Kartı,,0
TRX1825129634,C7924819920,2025-05-23,20:31:43,-34.55,TRY,Havale/EFT,Mobil Uygulama,Huawei P40,,Tekirdağ,Kredi Kartı,Yemek,0
TRX2561890283,C4854087955,,10:58:33,101.02,TRY,Alışveriş,Mobil Uygulama,Huawei P40,55.176.16.143,Bursa,Kredi Kartı,Seyahat,0
TRX5932229307,C6010134071,2024-01-30,22:01:26,"59,70",TRY,İade,Web,Huawei P40,78.220.127.37,,,Abonelik,0
TRX3705267373,C5361629153,2024-08-24,00:59:55,88.43,TRY,Havale/EFT,,Android Tablet,28.4.194.242,Bursa,Ön Ödemeli,Eğlence,0
TRX1497169863,C7185189977,2024-07-23,20:04:57,133.31,TRY,İade,Mobil Uygulama,Huawei P40,162.177.226.27,Manisa,Kredi Kartı,Kuyumcu,0
TRX4569648170,C9705299395,2025-06-30,16:53:25,45.4,USD,Fatura Ödeme,POS,Android Tablet,34.111.118.130,Samsun,Banka Kartı,Abonelik,0
TRX5833906281,C0248648264,2024-12-07,22:59:55,303.54,TRY,Para Çekme,Mobil Uygulama,Samsung S21,99.215.185.157,,Kredi Kartı,Giyim,0
TRX0795238694,C8147701291,11-08-2025,09:59:52,,TRY,Alışveriş,POS,MacBook,66.75.211.163,Samsun,Sanal Kart,,0
TRX1092742228,C2262748839,2024-12-25,,29.57,TRY,Alışveriş,Web,Xiaomi Mi 11,95.70.160.253,,Kredi Kartı,Abonelik,0
TRX2055088466,C6494963097,2026-01-13,04:23:18,30.57,TRY,Alışveriş,Çağrı Merkezi,Xioami,221.171.171.185,Trabzon,Kredi Kartı,Kuyumcu,0
TRX0662895673,C1921477676,2025-08-07,19:02:14,87.82,TRY,Alışveriş,POS,Huawei P40,112.18.101.205,Muğla,Sanal Kart,Market,0
TRX2170090399,C6928177951,2024-01-14,05:11:12,88.50 TL,TRY,Havale/EFT,Çağrı Merkezi,,23.90.191.18,Şanlıurfa,Kredi Kartı,Eğlence,0
